title,description,url,published_date,source,country,language
"REC to Red Corridor Nambala Keshava Rao, Cherukuri Rajkumar among top Maoists traced back to now NITW",,https://www.thehindu.com/news/national/telangana/rec-to-red-corridor-nambala-keshava-rao-cherukuri-rajkumar-among-top-maoists-traced-back-to-now-nitw/article69605914.ece,2025-05-22T20:06:29,The Hindu,India,en
Farmers seek increase in FRP for sugarcane,,https://www.thehindu.com/news/national/karnataka/farmers-seek-increase-in-frp-for-sugarcane/article69606514.ece,2025-05-22T20:05:27,The Hindu,India,en
Three-member gang involved in thefts and burglaries held in Annamayya district,"Police seize over 1 kg of gold jewellery valued at 1 crore, 3 kg of silver ornaments worth 3 lakh, cash of 14 lakh, two motorcycles and an autorickshaw from the accused",https://www.thehindu.com/news/national/andhra-pradesh/three-member-gang-involved-in-thefts-and-burglaries-held-in-annamayya-district/article69606317.ece,2025-05-22T20:04:55,The Hindu,India,en
Karnataka High Court stays FIRs against Amit Malviya and Arnab Goswami,,https://www.thehindu.com/news/national/karnataka/karnataka-high-court-stays-firs-against-amit-malviya-and-arnab-goswami/article69606757.ece,2025-05-22T20:04:34,The Hindu,India,tl
Labourer arrested in Bengaluru for smuggling ganja in train,,https://www.thehindu.com/news/cities/bangalore/labourer-arrested-in-bengaluru-for-smuggling-ganja-in-train/article69606329.ece,2025-05-22T20:00:15,The Hindu,India,en
Kozhikode MP requests Gadkari to review NH 66 construction,,https://www.thehindu.com/news/national/kerala/kozhikode-mp-requests-gadkari-to-review-nh-66-construction/article69606575.ece,2025-05-22T20:00:13,The Hindu,India,en
Karnataka High Court imposes additional rider to allow litigants to argue their cases in person without assistance of advocate,,https://www.thehindu.com/news/cities/bangalore/karnataka-high-court-imposes-additional-rider-to-allow-litigants-to-argue-their-cases-in-person-without-assistance-of-advocate/article69606205.ece,2025-05-22T20:00:00,The Hindu,India,en
Man arrested two years after sexual assault of minor in Visakapatnam,,https://www.thehindu.com/news/cities/Hyderabad/man-arrested-two-years-after-sexual-assault-of-minor-in-visakapatnam/article69605865.ece,2025-05-22T19:59:45,The Hindu,India,en
JSSAHER gets into space medicine research,,https://www.thehindu.com/news/national/karnataka/jssaher-gets-into-space-medicine-research/article69605932.ece,2025-05-22T19:59:22,The Hindu,India,en
IB officers death HC unhappy with police not arresting colleague,"The court, however, restrained the police from arresting him till May 26 as it reserved its order on the anticipatory bail petition by the suspended IB officer",https://www.thehindu.com/news/national/kerala/ib-officers-death-hc-unhappy-with-police-not-arresting-colleague/article69606345.ece,2025-05-22T19:55:44,The Hindu,India,en
Not invited for peace talks Malankara Orthodox Syrian Church,It refutes claims suggesting that the heads of three Oriental Churches invited the Orthodox Church leadership to Cairo to resolve the Malankara Church dispute.,https://www.thehindu.com/news/national/kerala/no-invitation-for-peace-talks-malankara-orthodox-syrian-church/article69606574.ece,2025-05-22T19:51:14,The Hindu,India,en
Erratic weather deals a blow to ice apple vendors in Vijayawada,"With the mercury dipping, the demand for ice apples has also seen a decline in May leaving the sellers, mostly agricultural labourers who dont get farm work in summer, with unsold stocks and meagre earnings at the end of the day",https://www.thehindu.com/news/national/andhra-pradesh/erratic-weather-deals-a-blow-to-ice-apple-vendors-in-vijayawada/article69602696.ece,2025-05-22T19:50:53,The Hindu,India,en
TiE to host programme on AI and Business Automation,,https://www.thehindu.com/news/national/karnataka/tie-to-host-programme-on-ai-and-business-automation/article69602578.ece,2025-05-22T19:50:15,The Hindu,India,en
Indus Waters Treaty will remain in abeyance till Pakistan stops cross-border terrorism India,External Affairs Ministry spokesperson Randhir Jaiswal also said that any bilateral talks with Islamabad will only be on vacation of illegally occupied territories of Kashmir by Pakistan,https://www.thehindu.com/news/national/indus-waters-treaty-will-remain-in-abeyance-till-pakistan-stops-cross-border-terrorism-india/article69606751.ece,2025-05-22T19:48:30,The Hindu,India,en
"My detractors seem to be troubled by my politics, says rapper Vedan","He was responding to a criticism by K. P. Sasikala, chief patron of the Hindu Aikya Vedhi, that rap music had no connection with the SCST culture",https://www.thehindu.com/news/national/kerala/my-detractors-seem-to-be-troubled-by-my-politics-says-rapper-vedan/article69606524.ece,2025-05-22T19:47:43,The Hindu,India,en
Officials told to expedite repair works of irrigation tanks in Sri Sathya Sai district,"Collector informs the officials to adopt a targeted approach to identify and rehabilitate tanks, which were critical to sustaining ayacut and galvanising the groundwater table",https://www.thehindu.com/news/national/andhra-pradesh/officials-told-to-expedite-repair-works-of-irrigation-tanks-in-sri-sathya-sai-district/article69606061.ece,2025-05-22T19:47:18,The Hindu,India,en
